WOA,Test
Total Runs,Success Rate,Average Tries,Search Agents,Iterations,Average Time to Find Solution,Average Time Elapsed Per WOA (~Avg Total/Tries)
400,0.0,5.0,20,20,304.0203778743744,60.80407271385193
