WOA,Test
Total Runs,Success Rate,Average Tries,Search Agents,Iterations,Average Time to Find Solution,Average Time Elapsed Per WOA (~Avg Total/Tries)
400,1.0,1.0,20,20,10.557554721832275,7.032889127731323
