WOA,Test
Total Runs,Success Rate,Average Tries,Search Agents,Iterations,Average Time to Find Solution,Average Time Elapsed Per WOA (~Avg Total/Tries)
400,0.68,6.28,20,20,0.8939220714569092,0.13664460182189941
